acc_x,acc_y,acc_z,time
-0.009626590646803379,-0.03714878484606743,1.000375509262085,2019-06-14 01:29:45.965070
-0.010860768146812916,-0.038354918360710144,0.9981822967529297,2019-06-14 01:29:46.976944
-0.009132918901741505,-0.03618388622999191,0.9996444582939148,2019-06-14 01:29:47.988036
-0.009132918901741505,-0.037631239742040634,1.002325177192688,2019-06-14 01:29:48.999677
-0.012094946578145027,-0.038354918360710144,1.000375509262085,2019-06-14 01:29:50.011169
-0.009873425588011742,-0.03594265878200531,0.9996444582939148,2019-06-14 01:29:51.022931
-0.010120261460542679,-0.03739001601934433,0.999400794506073,2019-06-14 01:29:52.034876
-0.010120261460542679,-0.038354918360710144,1.0015939474105835,2019-06-14 01:29:53.047163
-0.010860768146812916,-0.03883736953139305,0.9998881816864014,2019-06-14 01:29:54.059414
-0.010367097333073616,-0.037631239742040634,1.0011066198349,2019-06-14 01:29:55.071417
-0.01135443989187479,-0.037631239742040634,0.9998881816864014,2019-06-14 01:29:56.088803
-0.009132918901741505,-0.03787246346473694,0.9998881816864014,2019-06-14 01:29:57.100038
-0.009626590646803379,-0.038354918360710144,0.999400794506073,2019-06-14 01:29:58.107218
-0.010367097333073616,-0.038354918360710144,1.0013504028320312,2019-06-14 01:29:59.124087
-0.009626590646803379,-0.039078593254089355,1.000375509262085,2019-06-14 01:30:00.136004
-0.010120261460542679,-0.03811369463801384,0.9991570711135864,2019-06-14 01:30:01.147458
-0.008886083029210567,-0.03787246346473694,1.000375509262085,2019-06-14 01:30:02.161640
-0.009873425588011742,-0.03956104815006256,0.999400794506073,2019-06-14 01:30:03.173914
-0.009626590646803379,-0.039078593254089355,1.0020813941955566,2019-06-14 01:30:04.190883
-0.007898740470409393,-0.038354918360710144,0.9991570711135864,2019-06-14 01:30:05.206161
-0.01135443989187479,-0.0354602076113224,0.9998881816864014,2019-06-14 01:30:06.222849
-0.012588618323206902,-0.0349777527153492,1.000375509262085,2019-06-14 01:30:07.234267
-0.008886083029210567,-0.039078593254089355,0.999400794506073,2019-06-14 01:30:08.241684
-0.009873425588011742,-0.03714878484606743,0.999400794506073,2019-06-14 01:30:09.258751
-0.008639248088002205,-0.04004349932074547,0.9991570711135864,2019-06-14 01:30:10.272301
-0.010860768146812916,-0.04173208028078079,0.9991570711135864,2019-06-14 01:30:11.283513
-0.012094946578145027,-0.03787246346473694,0.9996444582939148,2019-06-14 01:30:12.294356
-0.008886083029210567,-0.03811369463801384,1.000375509262085,2019-06-14 01:30:13.313668
-0.010860768146812916,-0.03811369463801384,1.000375509262085,2019-06-14 01:30:14.325286
-0.009626590646803379,-0.039078593254089355,1.000375509262085,2019-06-14 01:30:15.339826
-0.009379754774272442,-0.03811369463801384,0.9989133477210999,2019-06-14 01:30:16.351401
-0.009873425588011742,-0.03931982070207596,1.0001319646835327,2019-06-14 01:30:17.364530
-0.009626590646803379,-0.036907561123371124,0.9991570711135864,2019-06-14 01:30:18.376987
-0.010860768146812916,-0.037631239742040634,0.9998881816864014,2019-06-14 01:30:19.392557
-0.010367097333073616,-0.03594265878200531,1.000375509262085,2019-06-14 01:30:20.404509
-0.009626590646803379,-0.03787246346473694,1.000375509262085,2019-06-14 01:30:21.416971
-0.008392412215471268,-0.03956104815006256,0.9998881816864014,2019-06-14 01:30:22.428965
-0.012341782450675964,-0.03883736953139305,0.9998881816864014,2019-06-14 01:30:23.441124
-0.011107604019343853,-0.03883736953139305,0.9996444582939148,2019-06-14 01:30:24.452428
-0.008639248088002205,-0.038354918360710144,0.9991570711135864,2019-06-14 01:30:25.459672
-0.012094946578145027,-0.03859614208340645,1.000375509262085,2019-06-14 01:30:26.470678
-0.012094946578145027,-0.03811369463801384,1.0011066198349,2019-06-14 01:30:27.471896
-0.010367097333073616,-0.038354918360710144,0.9996444582939148,2019-06-14 01:30:28.483114
-0.00814557634294033,-0.04004349932074547,0.9996444582939148,2019-06-14 01:30:29.496170
-0.010367097333073616,-0.036907561123371124,0.9991570711135864,2019-06-14 01:30:30.508452
-0.009132918901741505,-0.03956104815006256,0.9996444582939148,2019-06-14 01:30:31.519830
-0.009379754774272442,-0.03811369463801384,0.999400794506073,2019-06-14 01:30:32.532012
-0.010367097333073616,-0.036907561123371124,0.9998881816864014,2019-06-14 01:30:33.543702
-0.010860768146812916,-0.03787246346473694,0.9991570711135864,2019-06-14 01:30:34.555893
-0.01135443989187479,-0.03449530526995659,0.9976949095726013,2019-06-14 01:30:35.566920
-0.011107604019343853,-0.03570143133401871,1.0001319646835327,2019-06-14 01:30:36.578222
-0.010860768146812916,-0.03739001601934433,1.0006192922592163,2019-06-14 01:30:37.590061
-0.006664562504738569,-0.03570143133401871,0.9998881816864014,2019-06-14 01:30:38.601756
-0.009873425588011742,-0.03787246346473694,1.000862956047058,2019-06-14 01:30:39.614281
-0.012341782450675964,-0.0354602076113224,0.999400794506073,2019-06-14 01:30:40.626466
-0.012094946578145027,-0.03811369463801384,0.999400794506073,2019-06-14 01:30:41.637790
-0.010120261460542679,-0.04510924220085144,0.9989133477210999,2019-06-14 01:30:42.649975
-0.009626590646803379,-0.03787246346473694,1.0001319646835327,2019-06-14 01:30:43.661601
-0.007898740470409393,-0.039802271872758865,0.999400794506073,2019-06-14 01:30:44.673653
-0.010613933205604553,-0.03787246346473694,0.999400794506073,2019-06-14 01:30:45.686701
-0.012588618323206902,-0.03739001601934433,0.9991570711135864,2019-06-14 01:30:46.697933
-0.012835453264415264,-0.03811369463801384,0.999400794506073,2019-06-14 01:30:47.709827
-0.009132918901741505,-0.039078593254089355,0.999400794506073,2019-06-14 01:30:48.721562
-0.009873425588011742,-0.03956104815006256,0.9989133477210999,2019-06-14 01:30:49.733814
-0.008639248088002205,-0.039802271872758865,0.9998881816864014,2019-06-14 01:30:50.745666
-0.01135443989187479,-0.03739001601934433,1.000862956047058,2019-06-14 01:30:51.757601
-0.010613933205604553,-0.03811369463801384,0.9998881816864014,2019-06-14 01:30:52.769378
-0.010367097333073616,-0.03931982070207596,0.9991570711135864,2019-06-14 01:30:53.781472
-0.010120261460542679,-0.03787246346473694,0.999400794506073,2019-06-14 01:30:54.794011
-0.009626590646803379,-0.04028472676873207,0.9991570711135864,2019-06-14 01:30:55.804836
-0.010367097333073616,-0.03859614208340645,1.0001319646835327,2019-06-14 01:30:56.815357
-0.009626590646803379,-0.03883736953139305,0.999400794506073,2019-06-14 01:30:57.826587
-0.010367097333073616,-0.03787246346473694,0.999400794506073,2019-06-14 01:30:58.838534
-0.010613933205604553,-0.03859614208340645,0.9991570711135864,2019-06-14 01:30:59.850972
-0.008886083029210567,-0.03931982070207596,0.999400794506073,2019-06-14 01:31:00.862582
-0.010120261460542679,-0.03811369463801384,0.9996444582939148,2019-06-14 01:31:01.874809
-0.008886083029210567,-0.039078593254089355,0.9989133477210999,2019-06-14 01:31:02.888270
-0.009873425588011742,-0.037631239742040634,1.0013504028320312,2019-06-14 01:31:03.900747
-0.011107604019343853,-0.03714878484606743,0.9991570711135864,2019-06-14 01:31:04.917513
-0.009132918901741505,-0.03956104815006256,0.9991570711135864,2019-06-14 01:31:05.929842
-0.009379754774272442,-0.039078593254089355,1.0015939474105835,2019-06-14 01:31:06.935582
-0.009379754774272442,-0.037631239742040634,0.9998881816864014,2019-06-14 01:31:07.936936
